Numero_Cliente,Familia_Comercial,Cadena_Comercial,Rama,Tipo,Mov,MovId,SKU,Articulo,lll,Propiedades,Cantidad,UM,CantidadSecundaria,UMSecundaria,FactorLitros,Precio,SubTotal,DescuentoLineal,IVA,IEPS,IEPS_Cuota,ImporteTotal,Costo_Unitario,Costo_Total,CostoProduccionUnitario,CostoProduccion,Sucursal,FechaEmision,FechaRequerida,Almacen
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3456,661,RM00000661,---,---,9737,PZA,0,,0,7.54,73416.98,0,11746.7168,0,0,85163.6968,2.9991,29202.2367,2.8732,27976.3484,60,44993,44984,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3457,661,RM00000661,---,---,15015,PZA,0,,0,7.54,113213.1,0,18114.096,0,0,131327.196,2.9991,45031.4865,2.8732,43141.098,60,44993,44984,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3455,10848,RM00010848,---,---,20046,PZA,0,,0,3.88,77778.48,0,12444.5568,0,0,90223.0368,2.1331,42760.1226,2.0486,41066.2356,60,44993,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3458,661,RM00000661,---,---,280,PZA,0,,0,7.54,2111.2,0,337.792,0,0,2448.992,2.9991,839.748,2.8732,804.496,60,44993,44991,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3459,10673,RM00010673,---,---,9600,PZA,9.6,MILL,0,0.212,2034.816,0,325.5706,0,0,2360.3866,0.173,1660.8,0,0,60,44993,44993,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3454,10234,RM00010234,---,---,3640,PZA,0,,0,7.67,27918.8,0,4467.008,0,0,32385.808,3.4241,12463.724,3.3414,12162.696,60,44993,44993,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3453,10327,RM00010327,---,---,10000,PZA,10,MILL,0,0.8761,8760.6,0,1401.696,0,0,10162.296,0.3094,3093.794,0,0,60,44993,44993,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM366,701,RM00000701,---,---,128448,PZA,0,,0,0.8,102758.4,0,0,0,0,102758.4,0.4954,63633.1392,0.4656,59805.3888,60,44994,44993,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura Muestra,FMREM3,10137,RM00010137,---,---,56,PZA,0,,0,15.06,843.36,843.36,0,0,0,0,2.8269,158.3064,2.8376,158.9056,60,44994,44994,REM04
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM3463,10138,RM00010138,---,---,5376,PZA,0,,0,11.24,60426.24,0,9668.1984,0,0,70094.4384,2.3828,12809.9328,3.236,17396.736,60,44994,44995,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM3463,10290,RM00010290,---,---,6000,PZA,6,MILL,0,0.576,3456.18,0,552.9888,0,0,4009.1688,0.1651,990.6126,0,0,60,44994,44995,REM12
902,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM225,757,RM00000757,---,---,288,PZA,0,,0,1.01,290.88,0,46.5408,0,0,337.4208,0.5366,154.5408,0,0,60,44994,44991,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3465,10765,RM00010765,---,---,168,PZA,0,,0,7.99,1342.32,0,214.7712,0,0,1557.0912,3.4234,575.1312,3.1136,523.0848,60,44994,44984,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3464,10848,RM00010848,---,---,20046,PZA,0,,0,3.88,77778.48,0,12444.5568,0,0,90223.0368,2.1281,42659.8926,2.0486,41066.2356,60,44994,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3464,10765,RM00010765,---,---,2016,PZA,0,,0,7.99,16107.84,0,2577.2544,0,0,18685.0944,3.4234,6901.5744,3.1136,6277.0176,60,44994,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3464,10036,RM00010036,---,---,2016,PZA,0,,0,7.99,16107.84,0,2577.2544,0,0,18685.0944,3.3864,6826.9824,0,0,60,44994,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3464,10037,RM00010037,---,---,2016,PZA,0,,0,7.99,16107.84,0,2577.2544,0,0,18685.0944,3.4205,6895.728,0,0,60,44994,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3466,10765,RM00010765,---,---,7896,PZA,0,,0,7.99,63089.04,0,10094.2464,0,0,73183.2864,3.4234,27031.1664,3.1136,24584.9856,60,44994,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3467,10037,RM00010037,---,---,168,PZA,0,,0,7.99,1342.32,0,214.7712,0,0,1557.0912,3.4205,574.644,0,0,60,44994,44977,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM3470,10782,RM00010782,---,---,111690,PZA,0,,0,1.6,178704,0,28592.64,0,0,207296.64,0.8433,94188.177,0.6948,77602.212,60,44995,44999,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM3470,10173,RM00010173,---,---,120000,PZA,120,MILL,0,0.207,24835.2,0,3973.632,0,0,28808.832,0.0613,7359.924,0.0614,7368,60,44995,44999,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM3471,10224,RM00010224,---,---,5328,PZA,0,,0,8.39,44701.92,0,7152.3072,0,0,51854.2272,3.2928,17544.0384,3.2788,17469.4464,60,44995,44991,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM3471,10283,RM00010283,---,---,6000,PZA,6,MILL,0,0.8721,5232.48,0,837.1968,0,0,6069.6768,0.1676,1005.7602,0.1676,1005.6,60,44995,44991,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3469,10106,RM00010106,---,---,39200,PZA,39.2,MILL,0,4.9488,193992.5598,0,31038.8096,0,0,225031.3694,2.874,112661.54,2.6901,105451.92,60,44995,44963,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3468,10115,RM00010115,---,---,956,PZA,0,,0,65.25,62379,0,9980.64,0,0,72359.64,31.6563,30263.4228,26.5127,25346.1412,60,44995,44995,REM12
848,OTROS,OTROS,CLNA,CLIENTE,Factura,FREM3472,10224,RM00010224,---,---,5376,PZA,0,,0,7.28,39137.28,0,6261.9648,0,0,45399.2448,3.2928,17702.0928,3.2788,17626.8288,60,44996,44993,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3473,10210,RM00010210,---,---,34944,PZA,0,,0,1.91,66743.04,0,10678.8864,0,0,77421.9264,0.7437,25987.8528,0.6764,23636.1216,60,44998,45000,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.ExtSE,FCSEREM8,701,RM00000701,---,---,135648,PZA,0,,0,0.8,108518.4,0,0,0,0,108518.4,0.4828,65490.8544,0.4656,63157.7088,60,44998,44998,REM16
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3475,10848,RM00010848,---,---,16614,PZA,0,,0,3.88,64462.32,0,10313.9712,0,0,74776.2912,2.119,35205.066,2.0486,34035.4404,60,44998,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3474,10848,RM00010848,---,---,3432,PZA,0,,0,3.88,13316.16,0,2130.5856,0,0,15446.7456,2.119,7272.408,2.0486,7030.7952,60,44998,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3474,661,RM00000661,---,---,25032,PZA,0,,0,7.54,188741.28,0,30198.6048,0,0,218939.8848,2.9991,75073.4712,2.8732,71921.9424,60,44998,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3478,10708,RM00010708,---,---,9726,PZA,0,,0,9.86,95898.36,0,15343.7376,0,0,111242.0976,2.6281,25560.9006,2.8382,27604.3332,60,44998,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3478,10708,RM00010708,---,---,6,PZA,0,,0,9.86,59.16,0,9.4656,0,0,68.6256,2.6281,15.7686,2.8382,17.0292,60,44998,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3476,10234,RM00010234,---,---,2030,PZA,0,,0,8.84,17945.2,0,2871.232,0,0,20816.432,3.4241,6950.923,3.3414,6783.042,60,44998,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3476,10224,RM00010224,---,---,5184,PZA,0,,0,8.26,42819.84,0,6851.1744,0,0,49671.0144,3.3143,17181.3312,3.2788,16997.2992,60,44998,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3477,10708,RM00010708,---,---,10308,PZA,0,,0,9.86,101636.88,0,16261.9008,0,0,117898.7808,2.6281,27090.4548,2.8382,29256.1656,60,44998,44998,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM3479,10224,RM00010224,---,---,5376,PZA,0,,0,8.39,45104.64,0,7216.7424,0,0,52321.3824,3.3143,17817.6768,3.2788,17626.8288,60,44998,44991,REM12
838,OTROS,OTROS,CLNA,Cliente,Nota Credito,NREM36,BONIFICACION,BONIFICACION,FRAM132,,-1,,0,,0,0,-621.9224,0,-99.5076,0,0,-721.43,0,0,0,0,60,44998,44998,
838,OTROS,OTROS,CLNA,Cliente,Nota Credito,NREM35,BONIFICACION,BONIFICACION,FREM3354,,-1,,0,,0,0,-10257.5,0,-1641.2,0,0,-11898.7,0,0,0,0,60,44998,44998,
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3484,10224,RM00010224,---,---,7152,PZA,0,,0,8.26,59075.52,0,9452.0832,0,0,68527.6032,3.3143,23703.8736,3.2788,23449.9776,60,44999,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3484,10765,RM00010765,---,---,5964,PZA,0,,0,7.99,47652.36,0,7624.3776,0,0,55276.7376,3.1593,18842.0652,3.1136,18569.5104,60,44999,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3485,10224,RM00010224,---,---,768,PZA,0,,0,8.26,6343.68,0,1014.9888,0,0,7358.6688,3.3143,2545.3824,3.2788,2518.1184,60,44999,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3482,10106,RM00010106,---,---,78400,PZA,78.4,MILL,0,5.0706,397536.7225,0,63605.8756,0,0,461142.5981,2.8952,226986.1615,2.6901,210903.84,60,44999,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3481,10106,RM00010106,---,---,2800,PZA,2.8,MILL,0,5.0706,14197.7401,0,2271.6384,0,0,16469.3785,2.8952,8106.6486,2.6901,7532.28,60,44999,44998,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3483,10224,RM00010224,---,---,1920,PZA,0,,0,8.26,15859.2,0,2537.472,0,0,18396.672,3.3143,6363.456,3.2788,6295.296,60,44999,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3480,10106,RM00010106,---,---,19600,PZA,19.6,MILL,0,5.0706,99383.0982,0,15901.2957,0,0,115284.3939,2.8952,56746.5404,2.6901,52725.96,60,44999,44963,REM12
834,OTROS,OTROS,CLNA,CLIENTE,Factura PUE,PREM226,10848,RM00010848,---,---,15288,PZA,0,,0,3.9,59623.2,0,9539.712,0,0,69162.912,2.119,32395.272,2.0486,31318.9968,60,44999,45010,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM3486,10138,RM00010138,---,---,3752,PZA,0,,0,11.24,42172.48,0,6747.5968,0,0,48920.0768,2.9732,11155.4464,3.236,12141.472,60,45000,44995,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM3486,10290,RM00010290,---,---,6000,PZA,6,MILL,0,0.576,3456.18,0,552.9888,0,0,4009.1688,0.1651,990.6126,0,0,60,45000,44995,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3487,10036,RM00010036,---,---,2016,PZA,0,,0,7.99,16107.84,0,2577.2544,0,0,18685.0944,3.0592,6167.3472,0,0,60,45000,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3487,10848,RM00010848,---,---,33462,PZA,0,,0,3.88,129832.56,0,20773.2096,0,0,150605.7696,2.119,70905.978,2.0486,68550.2532,60,45000,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3488,10765,RM00010765,---,---,4116,PZA,0,,0,7.99,32886.84,0,5261.8944,0,0,38148.7344,3.1593,13003.6788,3.1136,12815.5776,60,45000,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3489,10036,RM00010036,---,---,1092,PZA,0,,0,7.99,8725.08,0,1396.0128,0,0,10121.0928,3.0592,3340.6464,0,0,60,45000,45005,REM12
1372,OTROS,OTROS,CLNA,Cliente,Factura,FREM3490,1784,RM00001784,---,---,25,KG,25,KG,0,25.53,638.25,0,102.12,0,0,740.37,28.0029,700.0725,29.4459,736.1475,60,45000,45000,REM12
910,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM367,966,RM00000966,---,---,53144,PZA,0,,0,4.2519,225962.9736,0,0,0,0,225962.9736,2.1033,111777.7752,0,0,60,45000,45000,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3491,10848,RM00010848,---,---,20046,PZA,0,,0,3.88,77778.48,0,12444.5568,0,0,90223.0368,2.1167,42431.3682,2.0486,41066.2356,60,45001,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3492,661,RM00000661,---,---,25032,PZA,0,,0,7.54,188741.28,0,30198.6048,0,0,218939.8848,2.9991,75073.4712,2.8732,71921.9424,60,45001,44991,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3494,10037,RM00010037,---,---,2016,PZA,0,,0,7.99,16107.84,0,2577.2544,0,0,18685.0944,3.0591,6167.1456,0,0,60,45001,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3494,10222,RM00010222,---,---,4095,PZA,0,,0,7.54,30876.3,0,4940.208,0,0,35816.508,2.9399,12038.8905,2.9291,11994.6645,60,45001,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3493,10106,RM00010106,---,---,8400,PZA,8.4,MILL,0,5.1352,43135.5762,0,6901.6922,0,0,50037.2684,2.8332,23798.8495,2.6901,22596.84,60,45001,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3495,10222,RM00010222,---,---,4550,PZA,0,,0,7.54,34307,0,5489.12,0,0,39796.12,2.9399,13376.545,2.9291,13327.405,60,45001,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3496,10036,RM00010036,---,---,924,PZA,0,,0,7.99,7382.76,0,1181.2416,0,0,8564.0016,3.0592,2826.7008,0,0,60,45001,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3496,10037,RM00010037,---,---,2016,PZA,0,,0,7.99,16107.84,0,2577.2544,0,0,18685.0944,3.0591,6167.1456,0,0,60,45001,45005,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM3497,10224,RM00010224,---,---,5376,PZA,0,,0,8.39,45104.64,0,7216.7424,0,0,52321.3824,3.3143,17817.6768,3.2788,17626.8288,60,45002,44991,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM3498,10837,RM00010837,---,---,68208,PZA,0,,0,2.4,163699.2,0,26191.872,0,0,189891.072,1.1214,76488.4512,1.1091,75649.4928,60,45002,45009,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM3498,10173,RM00010173,---,---,70000,PZA,70,MILL,0,0.207,14487.2,0,2317.952,0,0,16805.152,0.0639,4470.767,0.0614,4298,60,45002,45009,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3504,10224,RM00010224,---,---,6240,PZA,0,,0,8.26,51542.4,0,8246.784,0,0,59789.184,3.3143,20681.232,3.2788,20459.712,60,45006,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3505,10234,RM00010234,---,---,1470,PZA,0,,0,8.84,12994.8,0,2079.168,0,0,15073.968,3.4505,5072.235,3.3414,4911.858,60,45006,44998,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3501,10222,RM00010222,---,---,5915,PZA,0,,0,7.54,44599.1,0,7135.856,0,0,51734.956,2.9349,17359.9335,2.9291,17325.6265,60,45006,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3502,10234,RM00010234,---,---,2555,PZA,0,,0,8.84,22586.2,0,3613.792,0,0,26199.992,3.4505,8816.0275,3.3414,8537.277,60,45006,44963,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3503,10222,RM00010222,---,---,3094,PZA,0,,0,7.54,23328.76,0,3732.6016,0,0,27061.3616,2.9349,9080.5806,2.9291,9062.6354,60,45006,45005,REM12
851,OTROS,OTROS,CLNA,Cliente,Factura,FREM3506,10327,RM00010327,---,---,100000,PZA,100,MILL,0,0.5671,56712,0,9073.92,0,0,65785.92,0.3075,30752.95,0,0,60,45006,44967,REM12
851,OTROS,OTROS,CLNA,Cliente,Factura,FREM3507,10501,RM00010501,---,---,15708,PZA,0,,0,3.7,58119.6,0,9299.136,0,0,67418.736,1.3603,21367.5924,1.3603,21367.5924,60,45006,44967,REM12
851,OTROS,OTROS,CLNA,Cliente,Factura,FREM3507,699,RM00000699,---,---,23422,PZA,0,,0,2.53,59257.66,0,9481.2256,0,0,68738.8856,0.9881,23143.2782,1.2195,28563.129,60,45006,44967,REM12
851,OTROS,OTROS,CLNA,Cliente,Factura,FREM3507,10175,RM00010175,---,---,150000,PZA,150,MILL,0,0.2403,36049.5,0,5767.92,0,0,41817.42,0.057,8543.805,0.057,8550,60,45006,44967,REM12
851,OTROS,OTROS,CLNA,Cliente,Factura,FREM3507,953,RM00000953,---,---,27170,PZA,0,,0,1.76,47819.2,0,7651.072,0,0,55470.272,0.5407,14690.819,0.5407,14690.819,60,45006,44967,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3500,10115,RM00010115,---,---,44,PZA,0,,0,65.25,2871,0,459.36,0,0,3330.36,28.899,1271.556,26.5127,1166.5588,60,45006,44995,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3511,10222,RM00010222,---,---,1001,PZA,0,,0,7.54,7547.54,0,1207.6064,0,0,8755.1464,2.9349,2937.8349,2.9291,2932.0291,60,45007,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3513,10224,RM00010224,---,---,1104,PZA,0,,0,8.26,9119.04,0,1459.0464,0,0,10578.0864,3.3143,3658.9872,3.2788,3619.7952,60,45007,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3513,10708,RM00010708,---,---,4740,PZA,0,,0,9.86,46736.4,0,7477.824,0,0,54214.224,2.7206,12895.644,2.8382,13453.068,60,45007,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3513,10848,RM00010848,---,---,22932,PZA,0,,0,3.88,88976.16,0,14236.1856,0,0,103212.3456,2.1236,48698.3952,2.0486,46978.4952,60,45007,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3514,10708,RM00010708,---,---,5280,PZA,0,,0,9.86,52060.8,0,8329.728,0,0,60390.528,2.7206,14364.768,2.8382,14985.696,60,45007,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3515,10224,RM00010224,---,---,1680,PZA,0,,0,8.26,13876.8,0,2220.288,0,0,16097.088,3.3143,5568.024,3.2788,5508.384,60,45007,45012,REM12
913,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM369,10176,RM00010176,---,---,200000,PZA,200,MILL,0,0.2403,48068,0,0,0,0,48068,0.0548,10964.66,0.0548,10960,60,45007,45008,REM12
913,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM368,10477,RM00010477,---,---,124960,PZA,0,,0,1.76,219929.6,0,0,0,0,219929.6,0.8331,104104.176,0.6034,75400.864,60,45007,45008,REM12
913,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM368,10013,RM00010013,---,---,75040,PZA,0,,0,1.76,132070.4,0,0,0,0,132070.4,0.5953,44671.312,0.5799,43515.696,60,45007,45008,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM3516,10138,RM00010138,---,---,3808,PZA,0,,0,11.24,42801.92,0,6848.3072,0,0,49650.2272,3.3102,12605.2416,3.236,12322.688,60,45007,44995,REM12
1372,OTROS,OTROS,CLNA,Cliente,Factura,FREM3517,10760,RM00010760,---,---,125,KG,125,KG,0,27.2439,3405.4875,0,544.878,0,0,3950.3655,30.8777,3859.7125,30.8777,3859.7125,60,45007,45006,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3508,10173,RM00010173,---,---,20000,PZA,20,MILL,0,0.1957,3913.6,0,626.176,0,0,4539.776,0.0618,1235.644,0.0614,1228,60,45007,44995,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3510,701,RM00000701,---,---,3744,PZA,0,,0,0.9,3369.6,0,539.136,0,0,3908.736,0.4828,1807.6032,0.4656,1743.2064,60,45007,45009,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM3509,10173,RM00010173,---,---,30000,PZA,30,MILL,0,0.1957,5870.4,0,939.264,0,0,6809.664,0.0618,1853.466,0.0614,1842,60,45007,45010,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM227,701,RM00000701,---,---,7200,PZA,0,,0,0.9,6480,0,1036.8,0,0,7516.8,0.4828,3476.16,0.4656,3352.32,60,45007,45009,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM227,10234,RM00010234,---,---,350,PZA,0,,0,7.67,2684.5,0,429.52,0,0,3114.02,3.4505,1207.675,3.3414,1169.49,60,45007,45009,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3530,661,RM00000661,---,---,10080,PZA,0,,0,7.54,76003.2,0,12160.512,0,0,88163.712,2.9991,30230.928,2.8732,28961.856,60,45008,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3528,10848,RM00010848,---,---,10062,PZA,0,,0,3.88,39040.56,0,6246.4896,0,0,45287.0496,2.1288,21419.9856,2.0486,20613.0132,60,45008,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3529,10848,RM00010848,---,---,858,PZA,0,,0,3.88,3329.04,0,532.6464,0,0,3861.6864,2.1288,1826.5104,2.0486,1757.6988,60,45008,45019,REM12
848,OTROS,OTROS,CLNA,CLIENTE,Factura,FREM3519,10224,RM00010224,---,---,4992,PZA,0,,0,7.28,36341.76,0,5814.6816,0,0,42156.4416,3.3143,16544.9856,3.2788,16367.7696,60,45008,45006,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3527,10848,RM00010848,---,---,24102,PZA,0,,0,3.88,93515.76,0,14962.5216,0,0,108478.2816,2.1288,51308.3376,2.0486,49375.3572,60,45008,45012,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM372,10837,RM00010837,---,---,19600,PZA,0,,0,2.28,44688,0,0,0,0,44688,1.1214,21979.44,1.1091,21738.36,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM372,763,RM00000763,---,---,20900,PZA,0,,0,1.65,34485,0,0,0,0,34485,0.9664,20197.76,0.9647,20162.23,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM372,373,RM00000373,---,---,22400,PZA,0,,0,2.85,63840,0,0,0,0,63840,1.2738,28533.12,1.2738,28533.12,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM372,10777,RM00010777,---,---,20349,PZA,0,,0,1.65,33575.85,0,0,0,0,33575.85,0.9376,19079.2224,0.9376,19079.2224,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM372,701,RM00000701,---,---,14112,PZA,0,,0,0.9,12700.8,0,0,0,0,12700.8,0.4764,6722.9568,0.4656,6570.5472,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM371,10176,RM00010176,---,---,20000,PZA,20,MILL,0,0.201,4020,0,0,0,0,4020,0.0548,1096.466,0.0548,1096,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM371,10173,RM00010173,---,---,20000,PZA,20,MILL,0,0.2101,4202.6,0,0,0,0,4202.6,0.0614,1228.994,0.0614,1228,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM371,10175,RM00010175,---,---,20000,PZA,20,MILL,0,0.2101,4202.6,0,0,0,0,4202.6,0.057,1139.174,0.057,1140,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM371,10650,RM00010650,---,---,304000,PZA,304,MILL,0,0.112,34048,0,0,0,0,34048,0.11,33440,0.11,33440,60,45008,45007,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM372,10210,RM00010210,---,---,2730,PZA,0,,0,1.91,5214.3,0,0,0,0,5214.3,0.6976,1904.448,0.6764,1846.572,60,45008,45007,REM12
848,OTROS,OTROS,CLNA,CLIENTE,Factura,FREM3518,10224,RM00010224,---,---,384,PZA,0,,0,7.28,2795.52,0,447.2832,0,0,3242.8032,3.3143,1272.6912,3.2788,1259.0592,60,45008,44993,REM12
777,MAYORISTAS,MAYORISTAS,CLME,Exportacion,Factura Com.Ext33,FCREM370,10590,RM00010590,---,---,3000,PZA,0,,0,72.2742,216822.6,0,0,0,0,216822.6,29.8098,89429.4,29.8107,89432.1,60,45008,45008,REM12
777,MAYORISTAS,MAYORISTAS,CLME,Exportacion,Factura Com.Ext33,FCREM370,10822,RM00010822,---,---,18200,PZA,18.2,MILL,0,0.8215,14951.9415,0,0,0,0,14951.9415,0.3491,6353.3685,0.3491,6353.62,60,45008,45008,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3522,10106,RM00010106,---,---,30800,PZA,30.8,MILL,0,5.1442,158442.053,0,25350.7285,0,0,183792.7815,2.8183,86803.6717,2.6901,82855.08,60,45008,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3523,10224,RM00010224,---,---,3360,PZA,0,,0,8.26,27753.6,0,4440.576,0,0,32194.176,3.3143,11136.048,3.2788,11016.768,60,45008,45012,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3524,10708,RM00010708,---,---,4920,PZA,0,,0,9.86,48511.2,0,7761.792,0,0,56272.992,2.7206,13385.352,2.8382,13963.944,60,45008,45005,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM3525,10224,RM00010224,---,---,1776,PZA,0,,0,8.26,14669.76,0,2347.1616,0,0,17016.9216,3.3143,5886.1968,3.2788,5823.1488,60,45008,45019,REM12
